Topic 0
Topic coherence: -13766.2655691
AVG: -2.78106375134
SD:  1.19550946974
net usair  0.00057880426174     -7.96797317966/-13766.2655691
shr usair  0.000563792638022     -7.76131918095/-13766.2655691
fell shr  0.000563792638022     -7.76131918095/-13766.2655691
qtr usair  0.000553898013222     -7.62510714824/-13766.2655691
chemlawn year  0.000545488188376     -7.50933526602/-13766.2655691
billion chemlawn  0.000539948565685     -7.4330753489/-13766.2655691
ct usair  0.000533318771679     -7.34180784394/-13766.2655691
loss usair  0.000532822924418     -7.33498187887/-13766.2655691
loss piedmont  0.000532822924418     -7.33498187887/-13766.2655691
chemlawn loss  0.000532822924418     -7.33498187887/-13766.2655691
excludes expect  0.000530119678854     -7.29776828253/-13766.2655691
expect mths  0.000530119678854     -7.29776828253/-13766.2655691
bank discontinue  0.000530070480517     -7.29709100516/-13766.2655691
bank chemlawn  0.000530070480517     -7.29709100516/-13766.2655691
bank shell  0.000530070480517     -7.29709100516/-13766.2655691
fell rev  0.000528679222145     -7.27793857295/-13766.2655691
piedmont rev  0.000528679222145     -7.27793857295/-13766.2655691
rev shell  0.000528679222145     -7.27793857295/-13766.2655691
chemlawn net  0.000528453120606     -7.2748259991/-13766.2655691
rise shrs  0.000524656885525     -7.22256601882/-13766.2655691
mths rise  0.000524656885525     -7.22256601882/-13766.2655691
avg rise  0.000524656885525     -7.22256601882/-13766.2655691
chemlawn group  0.00051972085828     -7.15461535691/-13766.2655691
chemlawn report  0.000515695539062     -7.09920174355/-13766.2655691
profit usair  0.000515515362016     -7.09672137849/-13766.2655691
piedmont shr  0.000513441496888     -7.06817200039/-13766.2655691
chemlawn shr  0.000513441496888     -7.06817200039/-13766.2655691
shell shr  0.000513441496888     -7.06817200039/-13766.2655691
cubic shr  0.000513441496888     -7.06817200039/-13766.2655691
chemlawn pct  0.000506748671334     -6.9760367864/-13766.2655691
mths week  0.000506499472662     -6.9726062513/-13766.2655691
oil piedmont  0.000506363184927     -6.97073007814/-13766.2655691
chemlawn oil  0.000506363184927     -6.97073007814/-13766.2655691
chemlawn u.s.  0.000504742351933     -6.9484172607/-13766.2655691
ct piedmont  0.000503865242247     -6.93634273583/-13766.2655691
piedmont qtr  0.000503546872088     -6.93195996768/-13766.2655691
chemlawn qtr  0.000503546872088     -6.93195996768/-13766.2655691
qtr shell  0.000503546872088     -6.93195996768/-13766.2655691
net piedmont  0.000498999591174     -6.86936089099/-13766.2655691
chemlawn current  0.000495810574187     -6.82546003626/-13766.2655691
chemlawn unit  0.000492749843197     -6.7833252006/-13766.2655691
quarter usair  0.000489640369478     -6.74051935961/-13766.2655691
piedmont quarter  0.000489640369478     -6.74051935961/-13766.2655691
chemlawn include  0.000485896276777     -6.68897718518/-13766.2655691
chemlawn ct  0.000482967630545     -6.64866066338/-13766.2655691
chemlawn investment  0.000482897002108     -6.64768837356/-13766.2655691
end usair  0.000482281995216     -6.63922202537/-13766.2655691
operation usair  0.000482139328051     -6.63725803128/-13766.2655691
operation piedmont  0.000482139328051     -6.63725803128/-13766.2655691
tax usair  0.000480794079576     -6.61873898352/-13766.2655691
piedmont tax  0.000480794079576     -6.61873898352/-13766.2655691
chemlawn tax  0.000480794079576     -6.61873898352/-13766.2655691
avg make  0.000480453838478     -6.6140551342/-13766.2655691
january piedmont  0.000480209829711     -6.61069604472/-13766.2655691
chemlawn january  0.000480209829711     -6.61069604472/-13766.2655691
expect usair  0.00047976853772     -6.60462110197/-13766.2655691
expect piedmont  0.00047976853772     -6.60462110197/-13766.2655691
chemlawn expect  0.00047976853772     -6.60462110197/-13766.2655691
avg expect  0.00047976853772     -6.60462110197/-13766.2655691
chemlawn due  0.000478428345129     -6.58617165485/-13766.2655691
business excludes  0.000478328081012     -6.58479139239/-13766.2655691
business piedmont  0.000478328081012     -6.58479139239/-13766.2655691
chemlawn rev  0.000478328081012     -6.58479139239/-13766.2655691
cubic rev  0.000478328081012     -6.58479139239/-13766.2655691
chemlawn compare  0.000477622330295     -6.5750758406/-13766.2655691
chemlawn month  0.000474570376165     -6.53306182954/-13766.2655691
excludes rise  0.000474305744391     -6.52941883826/-13766.2655691
cubic qtr  0.000474093342656     -6.52649485957/-13766.2655691
increase piedmont  0.000471879648495     -6.49602055786/-13766.2655691
note piedmont  0.000468532563033     -6.4499436905/-13766.2655691
chemlawn reserve  0.000468340947671     -6.44730586254/-13766.2655691
usair year  0.00046568351781     -6.41072297735/-13766.2655691
piedmont year  0.00046568351781     -6.41072297735/-13766.2655691
chemlawn mln  0.000465359392528     -6.40626098265/-13766.2655691
piedmont profit  0.000465164220883     -6.40357419793/-13766.2655691
asset piedmont  0.000465164220883     -6.40357419793/-13766.2655691
chemlawn profit  0.000465164220883     -6.40357419793/-13766.2655691
asset chemlawn  0.000465164220883     -6.40357419793/-13766.2655691
chemlawn cost  0.000465164220883     -6.40357419793/-13766.2655691
earnings usair  0.000464560382479     -6.39526159812/-13766.2655691
