Topic 0
Topic coherence: -4290.87607877
AVG: -2.42422377331
SD:  1.03202114154
net usair  0.00185695718856     -7.96797317966/-4290.87607877
shr usair  0.0018087959285     -7.76131918095/-4290.87607877
qtr usair  0.00177705135461     -7.62510714824/-4290.87607877
ct usair  0.00171102770371     -7.34180784394/-4290.87607877
loss usair  0.00170943689452     -7.33498187887/-4290.87607877
bank discontinue  0.00170060632636     -7.29709100516/-4290.87607877
profit usair  0.0016539096558     -7.09672137849/-4290.87607877
quarter usair  0.00157089583476     -6.74051935961/-4290.87607877
end usair  0.00154728822355     -6.63922202537/-4290.87607877
operation usair  0.00154683050954     -6.63725803128/-4290.87607877
tax usair  0.00154251459656     -6.61873898352/-4290.87607877
expect usair  0.00153922438699     -6.60462110197/-4290.87607877
usair year  0.00149403591706     -6.41072297735/-4290.87607877
earnings usair  0.00149043260181     -6.39526159812/-4290.87607877
discontinue loan  0.00146322599602     -6.27852142417/-4290.87607877
bank usair  0.00144457183165     -6.19847871649/-4290.87607877
note usair  0.00143613134123     -6.16226161805/-4290.87607877
sale usair  0.00142273818222     -6.10479323241/-4290.87607877
income usair  0.00140714176058     -6.03787091992/-4290.87607877
corp usair  0.00140584030648     -6.03228654163/-4290.87607877
revenue usair  0.0013874190783     -5.95324333429/-4290.87607877
gas usair  0.00137306324016     -5.89164421183/-4290.87607877
billion usair  0.00135721408159     -5.82363743646/-4290.87607877
expect shr  0.00135529643018     -5.81540903189/-4290.87607877
oper usair  0.00134793573064     -5.78382518233/-4290.87607877
oper rise  0.00134793573064     -5.78382518233/-4290.87607877
result usair  0.00134480746031     -5.770402162/-4290.87607877
mln usair  0.00133145625677     -5.71311380209/-4290.87607877
credit usair  0.00132772267992     -5.69709348651/-4290.87607877
expect rev  0.0013256804125     -5.6883303701/-4290.87607877
bank rev  0.00132552257122     -5.68765309273/-4290.87607877
canadian qtr  0.0013235518563     -5.67919699918/-4290.87607877
include usair  0.00130284930021     -5.59036489651/-4290.87607877
loan usair  0.00130168621537     -5.58537424361/-4290.87607877
dlrs usair  0.00128364424933     -5.50795840311/-4290.87607877
report usair  0.00127940395629     -5.48976383112/-4290.87607877
rev rise  0.0012785685261     -5.48617910372/-4290.87607877
rise shr  0.00127217239271     -5.45873408795/-4290.87607877
canadian shr  0.00127217239271     -5.45873408795/-4290.87607877
canada discontinue  0.00126735874192     -5.43807930892/-4290.87607877
cash shr  0.00124996010365     -5.36342390815/-4290.87607877
cash qtr  0.00124042781883     -5.32252205524/-4290.87607877
gain usair  0.00123244459491     -5.28826703069/-4290.87607877
sell shr  0.00121102770812     -5.19636982349/-4290.87607877
lt usair  0.00120828206316     -5.18458860122/-4290.87607877
discontinue pct  0.00120820951759     -5.18427731717/-4290.87607877
expect oper  0.00118639594999     -5.09067800177/-4290.87607877
canadian rev  0.00118407381205     -5.08071399561/-4290.87607877
pct usair  0.001141164451     -4.89659524472/-4290.87607877
company usair  0.00114112298624     -4.8964173246/-4290.87607877
canada rev  0.00113730697661     -4.88004330015/-4290.87607877
shr unit  0.00112258664976     -4.81688020178/-4290.87607877
qtr sell  0.00111676350382     -4.79189380418/-4290.87607877
charge usair  0.00111638406277     -4.79026566966/-4290.87607877
canada shr  0.00111063261206     -4.76558690739/-4290.87607877
canadian discontinue  0.00110581896127     -4.74493212836/-4290.87607877
discontinue expect  0.00110299594726     -4.73281892507/-4290.87607877
cash rev  0.00109837458108     -4.71298921548/-4290.87607877
oper report  0.00109190123594     -4.68521289366/-4290.87607877
oper revenue  0.00109190123594     -4.68521289366/-4290.87607877
cash oper  0.00109190123594     -4.68521289366/-4290.87607877
canada qtr  0.00109084207587     -4.68066816907/-4290.87607877
loan rev  0.00108814224089     -4.66908351173/-4290.87607877
rev sell  0.00108110352249     -4.63888124333/-4290.87607877
report shr  0.00107806072236     -4.62582496502/-4290.87607877
dlr usair  0.00107350587519     -4.60628068027/-4290.87607877
canadian note  0.00104967690951     -4.50403354145/-4290.87607877
share usair  0.00104659158568     -4.49079479923/-4290.87607877
revenue shr  0.00104069244438     -4.46548231494/-4290.87607877
qtr rise  0.00103639751796     -4.44705331789/-4290.87607877
canadian net  0.00103512955711     -4.44161265505/-4290.87607877
canadian oper  0.00102485616934     -4.39753082121/-4290.87607877
canadian ct  0.00101876476928     -4.37139337837/-4290.87607877
canada ct  0.00101876476928     -4.37139337837/-4290.87607877
report rev  0.00100832858882     -4.32661302131/-4290.87607877
business shr  0.00100109702525     -4.29558327815/-4290.87607877
rev unit  0.000997979485025     -4.28220629939/-4290.87607877
operating rev  0.000997979485025     -4.28220629939/-4290.87607877
gas qtr  0.000992294170257     -4.25781131825/-4290.87607877
reserve rev  0.000986608808437     -4.23341613522/-4290.87607877
business rev  0.000986608808437     -4.23341613522/-4290.87607877
ct reserve  0.000980292497569     -4.20631362801/-4290.87607877
bank extraordinary  0.000980230720858     -4.2060485518/-4290.87607877
bank operating  0.000980230720858     -4.2060485518/-4290.87607877
qtr reserve  0.000976751569334     -4.19111994375/-4290.87607877
rev u.s.  0.00097576719596     -4.18689611959/-4290.87607877
operate rev  0.00097576719596     -4.18689611959/-4290.87607877
reserve shr  0.000973647377785     -4.17780024249/-4290.87607877
loan oper  0.00097285197551     -4.1743872699/-4290.87607877
oper reserve  0.00097285197551     -4.1743872699/-4290.87607877
canada oper  0.00097285197551     -4.1743872699/-4290.87607877
canada net  0.000969804444012     -4.16131068989/-4290.87607877
qtr unit  0.000969352451361     -4.15937124544/-4290.87607877
qtr u.s.  0.000962181035058     -4.12859958677/-4290.87607877
ct sell  0.000960860193441     -4.12293201907/-4290.87607877
extraordinary pct  0.000956531273841     -4.10435716151/-4290.87607877
discontinue report  0.000956324394989     -4.10346947/-4290.87607877
billion oper  0.000955718777109     -4.10087083872/-4290.87607877
gas shr  0.000954993213413     -4.09775753482/-4290.87607877
shr u.s.  0.000954993213413     -4.09775753482/-4290.87607877
ct operating  0.000947280470547     -4.06466311095/-4290.87607877
canadian loss  0.000941333410409     -4.03914501287/-4290.87607877
billion discontinue  0.000939639806237     -4.03187796724/-4290.87607877
interest qtr  0.000935517400621     -4.01418923559/-4290.87607877
oper unit  0.000930361455288     -3.9920657131/-4290.87607877
oper sell  0.000930361455288     -3.9920657131/-4290.87607877
company discontinue  0.000929809197588     -3.98969604375/-4290.87607877
debt rev  0.000928039317343     -3.98210170694/-4290.87607877
interest rev  0.000928039317343     -3.98210170694/-4290.87607877
fiscal shr  0.000926880542347     -3.97712954703/-4290.87607877
operating qtr  0.000923248639529     -3.96154550211/-4290.87607877
operating shr  0.000921643183952     -3.95465669118/-4290.87607877
operating u.s.  0.000921183673122     -3.95268498715/-4290.87607877
business ct  0.000918369673219     -3.94061046228/-4290.87607877
operate qtr  0.000917348257528     -3.93622769412/-4290.87607877
pct rev  0.000916249799926     -3.93151434868/-4290.87607877
ct debt  0.000914517475755     -3.92408116033/-4290.87607877
debt shr  0.000911508863794     -3.91117157924/-4290.87607877
canadian credit  0.000910148404566     -3.90533401728/-4290.87607877
ct gas  0.000906998996632     -3.89182029811/-4290.87607877
canadian exclude  0.000906998996632     -3.89182029811/-4290.87607877
qtr revenue  0.000905977580941     -3.88743752996/-4290.87607877
fiscal rev  0.00090348477097     -3.87674119128/-4290.87607877
ct operate  0.000899715508847     -3.86056775461/-4290.87607877
canadian quarter  0.000897287064701     -3.85014760171/-4290.87607877
ct interest  0.000896157384154     -3.84530028248/-4290.87607877
bank oper  0.000894436232327     -3.83791503327/-4290.87607877
