Topic 0
Topic coherence: -2902.57515769
AVG: -2.36944910832
SD:  1.08744142675
net usair  0.00274513931484     -7.96797317966/-2902.57515769
shr usair  0.00267394253698     -7.76131918095/-2902.57515769
qtr usair  0.00262701454191     -7.62510714824/-2902.57515769
ct usair  0.00252941179645     -7.34180784394/-2902.57515769
loss usair  0.00252706010366     -7.33498187887/-2902.57515769
bank discontinue  0.0025140058771     -7.29709100516/-2902.57515769
profit usair  0.00244497420151     -7.09672137849/-2902.57515769
quarter usair  0.00232225489209     -6.74051935961/-2902.57515769
end usair  0.00228735576675     -6.63922202537/-2902.57515769
operation usair  0.00228667912825     -6.63725803128/-2902.57515769
tax usair  0.00228029891525     -6.61873898352/-2902.57515769
expect usair  0.00227543499932     -6.60462110197/-2902.57515769
usair year  0.00220863289633     -6.41072297735/-2902.57515769
earnings usair  0.00220330611635     -6.39526159812/-2902.57515769
discontinue loan  0.0021630865983     -6.27852142417/-2902.57515769
bank usair  0.0021355101521     -6.19847871649/-2902.57515769
note usair  0.00212303257737     -6.16226161805/-2902.57515769
sale usair  0.00210323347398     -6.10479323241/-2902.57515769
income usair  0.00208017728806     -6.03787091992/-2902.57515769
corp usair  0.0020782533488     -6.03228654163/-2902.57515769
revenue usair  0.00205102125211     -5.95324333429/-2902.57515769
gas usair  0.00202979902043     -5.89164421183/-2902.57515769
billion usair  0.00200636921357     -5.82363743646/-2902.57515769
expect shr  0.00200353435     -5.81540903189/-2902.57515769
oper usair  0.00199265302984     -5.78382518233/-2902.57515769
result usair  0.00198802850865     -5.770402162/-2902.57515769
mln usair  0.00196829142802     -5.71311380209/-2902.57515769
credit usair  0.00196277208237     -5.69709348651/-2902.57515769
expect rev  0.00195975299899     -5.6883303701/-2902.57515769
bank rev  0.00195951966227     -5.68765309273/-2902.57515769
include usair  0.0019260017718     -5.59036489651/-2902.57515769
loan usair  0.0019242823838     -5.58537424361/-2902.57515769
dlrs usair  0.00189761095023     -5.50795840311/-2902.57515769
report usair  0.00189134252616     -5.48976383112/-2902.57515769
cash shr  0.00184781568668     -5.36342390815/-2902.57515769
cash qtr  0.00183372411258     -5.32252205524/-2902.57515769
gain usair  0.0018219225148     -5.28826703069/-2902.57515769
lt usair  0.00178620305058     -5.18458860122/-2902.57515769
discontinue pct  0.00178609580649     -5.18427731717/-2902.57515769
expect oper  0.00175384881534     -5.09067800177/-2902.57515769
pct usair  0.00168698310248     -4.89659524472/-2902.57515769
company usair  0.00168692180515     -4.8964173246/-2902.57515769
shr unit  0.00165951954388     -4.81688020178/-2902.57515769
charge usair  0.0016503502612     -4.79026566966/-2902.57515769
discontinue expect  0.00163055861362     -4.73281892507/-2902.57515769
cash rev  0.00162372684924     -4.71298921548/-2902.57515769
oper report  0.00161415730485     -4.68521289366/-2902.57515769
oper revenue  0.00161415730485     -4.68521289366/-2902.57515769
cash oper  0.00161415730485     -4.68521289366/-2902.57515769
loan rev  0.00160860038347     -4.66908351173/-2902.57515769
report shr  0.00159369687733     -4.62582496502/-2902.57515769
dlr usair  0.00158696344798     -4.60628068027/-2902.57515769
share usair  0.001547176061     -4.49079479923/-2902.57515769
revenue shr  0.00153845536199     -4.46548231494/-2902.57515769
report rev  0.00149061188298     -4.32661302131/-2902.57515769
business shr  0.00147992146448     -4.29558327815/-2902.57515769
rev unit  0.00147531280561     -4.28220629939/-2902.57515769
gas qtr  0.00146690820631     -4.25781131825/-2902.57515769
reserve rev  0.00145850353745     -4.23341613522/-2902.57515769
business rev  0.00145850353745     -4.23341613522/-2902.57515769
ct reserve  0.00144916613679     -4.20631362801/-2902.57515769
bank extraordinary  0.00144907481229     -4.2060485518/-2902.57515769
qtr reserve  0.00144393158353     -4.19111994375/-2902.57515769
reserve shr  0.00143934265799     -4.17780024249/-2902.57515769
loan oper  0.00143816681502     -4.1743872699/-2902.57515769
oper reserve  0.00143816681502     -4.1743872699/-2902.57515769
qtr unit  0.00143299346941     -4.15937124544/-2902.57515769
extraordinary pct  0.00141403992611     -4.10435716151/-2902.57515769
discontinue report  0.00141373409716     -4.10346947/-2902.57515769
billion oper  0.00141283881241     -4.10087083872/-2902.57515769
gas shr  0.00141176621179     -4.09775753482/-2902.57515769
billion discontinue  0.00138906927407     -4.03187796724/-2902.57515769
oper unit  0.00137535309035     -3.9920657131/-2902.57515769
company discontinue  0.00137453668794     -3.98969604375/-2902.57515769
fiscal shr  0.00137020725768     -3.97712954703/-2902.57515769
business ct  0.00135762564212     -3.94061046228/-2902.57515769
pct rev  0.001354491834     -3.93151434868/-2902.57515769
ct gas  0.00134081637397     -3.89182029811/-2902.57515769
qtr revenue  0.00133930641543     -3.88743752996/-2902.57515769
fiscal rev  0.00133562129511     -3.87674119128/-2902.57515769
bank oper  0.00132224484286     -3.83791503327/-2902.57515769
fiscal oper  0.00132224484286     -3.83791503327/-2902.57515769
discontinue usair  0.00131904987416     -3.82864139649/-2902.57515769
asset usair  0.00131904987416     -3.82864139649/-2902.57515769
exclude usair  0.00131904987416     -3.82864139649/-2902.57515769
rev usair  0.00131904987416     -3.82864139649/-2902.57515769
fiscal usair  0.00131904987416     -3.82864139649/-2902.57515769
extraordinary usair  0.00131904987416     -3.82864139649/-2902.57515769
discontinue reserve  0.00131904987416     -3.82864139649/-2902.57515769
provision rev  0.00131338637694     -3.81220267015/-2902.57515769
business qtr  0.00130796466775     -3.79646575175/-2902.57515769
extraordinary loan  0.0013069824443     -3.79361477438/-2902.57515769
cash extraordinary  0.00130665910157     -3.7926762478/-2902.57515769
provision unit  0.00130490778749     -3.78759292705/-2902.57515769
expect extraordinary  0.00129933164622     -3.77140775792/-2902.57515769
exclude pct  0.00129904783753     -3.77058398186/-2902.57515769
extraordinary unit  0.00128809851933     -3.73880276288/-2902.57515769
company exclude  0.00128721805292     -3.73624714294/-2902.57515769
cost shr  0.00127503198689     -3.7008761704/-2902.57515769
asset fiscal  0.00127318804719     -3.69552399683/-2902.57515769
cost rev  0.00127280757044     -3.69441963449/-2902.57515769
exclude expect  0.00127019979487     -3.68685036989/-2902.57515769
discontinue revenue  0.00125773082279     -3.65065824129/-2902.57515769
corp provision  0.00124694562409     -3.61935339147/-2902.57515769
ct revenue  0.00124582972714     -3.61611441671/-2902.57515769
ct provision  0.00124582972714     -3.61611441671/-2902.57515769
business oper  0.00123566157985     -3.58660060499/-2902.57515769
bank exclude  0.00123459987899     -3.58351893846/-2902.57515769
ct unit  0.00123359690403     -3.58060772825/-2902.57515769
