Topic 0
Topic coherence: -11649.7801674
AVG: -2.90880903055
SD:  1.49040371953
company volcker  0.000681638593025     -7.94093976233/-11649.7801674
commerzbank corp  0.000671604605276     -7.82404601086/-11649.7801674
heller mln  0.000668901492716     -7.79255534376/-11649.7801674
share volcker  0.0006651534386     -7.74889133726/-11649.7801674
peking share  0.0006651534386     -7.74889133726/-11649.7801674
dlrs heller  0.00065649518332     -7.64802456661/-11649.7801674
peg sale  0.000643023944308     -7.49108759353/-11649.7801674
heller stock  0.000632216232428     -7.36518012602/-11649.7801674
baldrige stock  0.000632216232428     -7.36518012602/-11649.7801674
caesar loss  0.000629624059295     -7.33498187887/-11649.7801674
baldrige loss  0.000629624059295     -7.33498187887/-11649.7801674
bank hughes  0.00062637156241     -7.29709100516/-11649.7801674
bank mart  0.00062637156241     -7.29709100516/-11649.7801674
bank k  0.00062637156241     -7.29709100516/-11649.7801674
caesar rise  0.000619974447162     -7.22256601882/-11649.7801674
group newmont  0.000614141662257     -7.15461535691/-11649.7801674
corp heller  0.000612105870485     -7.1308988303/-11649.7801674
corp peg  0.000612105870485     -7.1308988303/-11649.7801674
mln newmont  0.000609402757925     -7.0994081632/-11649.7801674
heller share  0.000605654703808     -7.0557441567/-11649.7801674
caesar rate  0.000602218438434     -7.01571242049/-11649.7801674
heller pct  0.000598812740342     -6.9760367864/-11649.7801674
dlrs mart  0.000596996448528     -6.95487738605/-11649.7801674
caesar u.s.  0.000596441920867     -6.9484172607/-11649.7801674
heller sell  0.000595904524031     -6.9421567057/-11649.7801674
exchange mart  0.000595904524031     -6.9421567057/-11649.7801674
international mart  0.000594398546288     -6.92461239605/-11649.7801674
lt peking  0.000593933066307     -6.91918965661/-11649.7801674
mln volcker  0.000590248443585     -6.87626461189/-11649.7801674
interest mart  0.000589893371601     -6.87212810134/-11649.7801674
interest k  0.000589893371601     -6.87212810134/-11649.7801674
newmont offer  0.000589089048417     -6.86275791305/-11649.7801674
heller offer  0.000589089048417     -6.86275791305/-11649.7801674
mart offer  0.000589089048417     -6.86275791305/-11649.7801674
k offer  0.000589089048417     -6.86275791305/-11649.7801674
heller sale  0.000583525209516     -6.79794041297/-11649.7801674
peking sale  0.000583525209516     -6.79794041297/-11649.7801674
mart unit  0.000582270661176     -6.7833252006/-11649.7801674
peking unit  0.000582270661176     -6.7833252006/-11649.7801674
caesar unit  0.000582270661176     -6.7833252006/-11649.7801674
acquire volcker  0.00058217339371     -6.78219205601/-11649.7801674
acquire peking  0.00058217339371     -6.78219205601/-11649.7801674
lt peg  0.000580700998611     -6.76503897678/-11649.7801674
market mart  0.000580204533782     -6.75925527066/-11649.7801674
k market  0.000580204533782     -6.75925527066/-11649.7801674
heller quarter  0.000578596270726     -6.74051935961/-11649.7801674
billion heller  0.000578545523736     -6.73992816834/-11649.7801674
billion caesar  0.000578545523736     -6.73992816834/-11649.7801674
dlrs newmont  0.000577842134189     -6.73173383474/-11649.7801674
commerzbank dlrs  0.000577842134189     -6.73173383474/-11649.7801674
corp volcker  0.000577301341791     -6.72543372219/-11649.7801674
board peking  0.000576125926724     -6.71174039506/-11649.7801674
baldrige board  0.000576125926724     -6.71174039506/-11649.7801674
board peg  0.000576125926724     -6.71174039506/-11649.7801674
mart mln  0.000574598229231     -6.6939430551/-11649.7801674
k mln  0.000574598229231     -6.6939430551/-11649.7801674
peking stock  0.000572717497636     -6.67203294546/-11649.7801674
baldrige term  0.000571182668221     -6.65415252018/-11649.7801674
loss peg  0.000570125324504     -6.64183469831/-11649.7801674
make mart  0.000567740767567     -6.6140551342/-11649.7801674
k make  0.000567740767567     -6.6140551342/-11649.7801674
acquisition volcker  0.0005673368208     -6.60934924317/-11649.7801674
acquisition heller  0.0005673368208     -6.60934924317/-11649.7801674
acquisition peking  0.0005673368208     -6.60934924317/-11649.7801674
acquisition peg  0.0005673368208     -6.60934924317/-11649.7801674
bank newmont  0.000566872827618     -6.6039438246/-11649.7801674
bank peking  0.000566872827618     -6.6039438246/-11649.7801674
baldrige bank  0.000566872827618     -6.6039438246/-11649.7801674
business caesar  0.000565228810998     -6.58479139239/-11649.7801674
mart shareholder  0.000564394842318     -6.5750758406/-11649.7801674
k shareholder  0.000564394842318     -6.5750758406/-11649.7801674
peking shareholder  0.000564394842318     -6.5750758406/-11649.7801674
peg shareholder  0.000564394842318     -6.5750758406/-11649.7801674
peso shareholder  0.000564394842318     -6.5750758406/-11649.7801674
company heller  0.000562641123441     -6.55464540121/-11649.7801674
dlrs k  0.000562191919835     -6.54941227794/-11649.7801674
caesar mln  0.000561366161534     -6.53979237527/-11649.7801674
commerzbank mln  0.000561366161534     -6.53979237527/-11649.7801674
dollar lease  0.00055504435546     -6.46614472424/-11649.7801674
dollar hughes  0.00055504435546     -6.46614472424/-11649.7801674
caesar dollar  0.00055504435546     -6.46614472424/-11649.7801674
group heller  0.000554642927465     -6.46146817635/-11649.7801674
group mart  0.000554642927465     -6.46146817635/-11649.7801674
group k  0.000554642927465     -6.46146817635/-11649.7801674
mart world  0.00055423961335     -6.45676965557/-11649.7801674
k world  0.00055423961335     -6.45676965557/-11649.7801674
commerzbank world  0.00055423961335     -6.45676965557/-11649.7801674
k reserve  0.000553427255272     -6.44730586254/-11649.7801674
corp peking  0.000552607135693     -6.43775164974/-11649.7801674
